Op Batch No,Actual Product,Order Tdc,Segment,Prop Ip Wt,O/P Wt,Total Length,Area,Zinc,Process Duration(in min),CRFH thickness(mm),GP thickness(mm),Total Zn/AlZn Coating,Op Width,Speed(mpm),Productivity(TPH)
24B0RU2000,GI,ZAP130,Appliance,10.147,10.075,1703.3,2078.03,0.194,17.0,0.001,0.0141,93.2,1220,100.194,35.559
24B0RX1000,GI,ZAP130,Appliance,11.499,10.725,713.2,905.76,0.256,10.0,0.002,0.0416,282.907,1270,71.32,64.35
24B0RX2000,GI,ZAP130,Appliance,11.021,10.28,686.6,871.98,0.249,11.0,0.002,0.0421,286.034,1270,62.418,56.073
24B0SC1000,GL,AFH955,Other,11.712,11.715,765.5,933.91,0.143,8.0,0.002,0.0429,153.285,1220,95.688,87.862
24B0SC2000,GL,AFH955,Other,10.048,10.05,656.9,801.42,0.121,7.0,0.002,0.0422,150.898,1220,93.843,86.143
24B0SG1000,GI,ZPL120,Panel,7.806,7.89,979.1,1243.46,0.157,9.0,0.001,0.0187,126.167,1270,108.789,52.6
24B0SG2000,GI,ZPL120,Panel,7.806,7.89,980.1,1244.73,0.154,9.0,0.001,0.0183,123.4,1270,108.9,52.6
24B0SG3000,GI,ZPL120,Panel,6.748,6.82,848.4,1077.47,0.133,7.0,0.001,0.0183,123.227,1270,121.2,58.457
24B0SK1000,GI,ZGN110,Retail,11.258,11.515,1950.0,2379.0,0.305,10.0,0.001,0.0189,128.0,1220,195.0,69.09
24B0SK2000,GI,ZGN110,Retail,10.402,10.64,1848.628,2255.33,0.289,15.0,0.001,0.0189,128.0,1220,123.242,42.56
24B0SX1000,GI,ZGN110,Retail,11.088,11.32,1966.773,2399.46,0.307,10.0,0.001,0.0189,128.0,1220,196.677,67.92
24B0SX2000,GI,ZGN110,Retail,10.432,10.65,1850.365,2257.45,0.289,15.0,0.001,0.0189,128.0,1220,123.358,42.6
24B0SY1000,GI,ZGN110,Retail,10.586,10.81,1893.7,2310.31,0.302,18.0,0.001,0.0193,130.613,1220,105.206,36.033
24B0SY2000,GI,ZGN110,Retail,10.474,10.695,1871.9,2283.72,0.299,19.0,0.001,0.0193,130.85,1220,98.521,33.774
24B0SZ1000,GI,ZGN110,Retail,11.21,11.47,2001.8,2442.2,0.337,19.0,0.001,0.0203,137.798,1220,105.358,36.221
24B0SZ2000,GI,ZGN110,Retail,10.58,10.825,1889.3,2304.95,0.314,19.0,0.001,0.0201,136.438,1220,99.437,34.184
24B0TD1000,GI,ZGN110,Retail,11.248,11.495,1900.0,2318.0,0.297,10.0,0.001,0.0189,128.0,1220,190.0,68.97
24B0TD2000,GI,ZGN110,Retail,10.342,10.57,1800.0,2196.0,0.281,15.0,0.001,0.0189,128.0,1220,120.0,42.28
24B0TX0000,GL,AFH955,Other,22.74,22.82,1486.3,1872.74,0.281,16.0,0.002,0.042,149.918,1260,92.894,85.575
24B0UC1000,GI,ZPL120,Panel,7.85,7.905,983.4,1248.92,0.156,9.0,0.001,0.0185,124.763,1270,109.267,52.7
24B0UC2000,GI,ZPL120,Panel,7.85,7.905,983.3,1248.79,0.157,9.0,0.001,0.0186,125.436,1270,109.256,52.7
24B0UC3000,GI,ZPL120,Panel,6.941,6.99,869.5,1104.27,0.138,8.0,0.001,0.0185,125.111,1270,108.688,52.425
24B0UT1000,GI,ZPL130,Panel,11.69,11.845,1410.9,1763.62,0.216,13.0,0.001,0.0181,122.433,1250,108.531,54.669
24B0UT2000,GI,ZPL130,Panel,10.58,10.72,1278.0,1597.5,0.199,12.0,0.001,0.0184,124.388,1250,106.5,53.6
24B0VL1000,GI,ZPL130,Panel,11.673,11.82,1416.4,1770.5,0.229,15.0,0.001,0.0191,129.516,1250,94.427,47.28
24B0VL2000,GI,ZPL130,Panel,10.587,10.72,1277.3,1596.62,0.209,12.0,0.001,0.0193,130.969,1250,106.442,53.6
24B0VP1000,GI,ZPL110,Panel,11.834,11.845,1165.0,1467.9,0.188,19.0,0.001,0.0189,128.0,1260,61.316,37.405
24B0VP2000,GI,ZPL110,Panel,10.616,10.625,1042.0,1312.92,0.168,14.0,0.001,0.0189,128.0,1260,74.429,45.536
24B0WC1000,GI,ZPL110,Panel,11.781,11.88,1190.1,1499.53,0.18,11.0,0.001,0.0178,119.883,1260,108.191,64.8
24B0WC2000,GI,ZPL110,Panel,10.809,10.9,1093.1,1377.31,0.17,12.0,0.001,0.0183,123.461,1260,91.092,54.5
24B0WD1000,GI,ZPL925,Panel,11.727,11.85,1300.0,1625.0,0.208,6.0,0.001,0.0189,128.0,1250,216.667,118.5
24B0WD2000,GI,ZPL925,Panel,9.803,9.905,1119.794,1399.74,0.179,27.0,0.001,0.0189,128.0,1250,41.474,22.011
24B0WF0000,GI,ZEX110,export,22.05,22.015,1831.8,2289.75,0.194,25.0,0.001,0.0128,84.567,1250,73.272,52.836
24B0WV1000,GI,ZPL925,Panel,11.778,11.845,1339.117,1673.9,0.214,14.0,0.001,0.0189,128.0,1250,95.651,50.764
24B0WV2000,GI,ZPL925,Panel,10.202,10.26,1159.928,1449.91,0.186,14.0,0.001,0.0189,128.0,1250,82.852,43.971
24B0WW0000,GI,ZTU110,P&T,22.24,22.265,1293.0,1616.25,0.136,21.0,0.002,0.0138,84.192,1250,61.571,63.614
24B0XJ1000,GI,ZGN110,Retail,12.965,12.93,923.6,1385.4,0.112,11.0,0.001,0.0123,80.944,1500,83.964,70.527
24B0XJ2000,GI,ZGN110,Retail,10.875,10.845,773.1,1159.65,0.114,10.0,0.001,0.0148,98.691,1500,77.31,65.07
24B0XQ0000,GI,ZEX110,export,24.3,24.635,1374.2,2061.3,0.593,20.0,0.002,0.0423,287.637,1500,68.71,73.905
24B0XV1000,GI,ZGN110,Retail,12.148,11.97,492.4,615.5,0.076,10.0,0.003,0.0203,123.488,1250,49.24,71.82
24B0XV2000,GI,ZGN110,Retail,10.092,9.945,409.2,511.5,0.07,8.0,0.003,0.0221,136.4,1250,51.15,74.588
24B0XW0000,GI,ZTU110,P&T,22.25,22.125,1154.3,1442.88,0.126,20.0,0.002,0.0143,87.548,1250,57.715,66.375
24B0YL1000,GI,ZPL925,Panel,11.738,11.835,1300.0,1625.0,0.208,15.0,0.001,0.0189,128.0,1250,86.667,47.34
24B0YL2000,GI,ZPL925,Panel,10.092,10.175,1150.318,1437.9,0.184,16.0,0.001,0.0189,128.0,1250,71.895,38.156
24B0YN1000,GI,ZPL925,Panel,11.696,11.83,1552.7,1925.35,0.233,19.0,0.001,0.0179,120.8,1240,81.721,37.358
24B0YN2000,GI,ZPL925,Panel,10.524,10.645,1395.0,1729.8,0.209,18.0,0.001,0.0179,120.666,1240,77.5,35.483
24B0YQ1000,GI,ZPL925,Panel,11.754,11.85,1300.0,1625.0,0.208,3.0,0.001,0.0189,128.0,1250,433.333,237.0
24B0YQ2000,GI,ZPL925,Panel,10.346,10.43,1179.147,1473.93,0.189,17.0,0.001,0.0189,128.0,1250,69.362,36.812
24B0YT1000,GI,ZPL130,Panel,11.691,11.825,1413.9,1767.38,0.218,13.0,0.001,0.0183,123.27,1250,108.762,54.577
24B0YT2000,GI,ZPL130,Panel,10.569,10.69,1279.2,1599.0,0.194,12.0,0.001,0.018,121.538,1250,106.6,53.45
24B0YU0000,GI,ZTU110,P&T,22.22,21.325,1111.7,1389.62,0.121,18.0,0.002,0.0142,87.159,1250,61.761,71.083
24B0YW0000,GI,ZTU110,P&T,21.98,21.86,1112.106,1390.13,0.111,20.0,0.002,0.0132,80.0,1250,55.605,65.58
24B0YX1000,GI,ZTU110,P&T,12.073,11.33,576.403,720.5,0.063,10.0,0.002,0.0143,88.0,1250,57.64,67.98
24B0YX2000,GI,ZTU110,P&T,10.017,9.4,478.216,597.77,0.053,15.0,0.002,0.0143,88.0,1250,31.881,37.6
24B0ZA1000,GI,ZGN110,Retail,11.596,11.465,466.616,583.27,0.051,17.0,0.003,0.0153,88.0,1250,27.448,40.465
24B0ZA2000,GI,ZGN110,Retail,10.514,10.395,423.068,528.84,0.047,15.0,0.003,0.0153,88.0,1250,28.205,41.58
24B0ZG1000,GI,ZGN110,Retail,11.571,11.455,588.5,735.62,0.065,9.0,0.002,0.0144,88.316,1250,65.389,76.367
24B0ZG2000,GI,ZGN110,Retail,10.379,10.275,528.1,660.12,0.058,9.0,0.002,0.0143,87.857,1250,58.678,68.5
24B0ZM0000,GI,ZTU110,P&T,22.24,22.035,1279.1,1598.88,0.138,20.0,0.002,0.0141,86.383,1250,63.955,66.105
24B0ZP0000,GI,ZEX110,export,19.73,19.63,1630.0,2037.5,0.163,23.0,0.001,0.0122,80.0,1250,70.87,51.209
24B0ZQ0000,GI,ZTU110,P&T,22.3,22.265,1160.8,1451.0,0.123,20.0,0.002,0.0139,84.749,1250,58.04,66.795
24B10B0000,GI,ZTU110,P&T,21.12,20.92,1089.9,1362.38,0.116,18.0,0.002,0.014,85.477,1250,60.55,69.733
24B10C0000,GI,ZTU110,P&T,22.47,22.325,1297.1,1621.38,0.14,19.0,0.002,0.0141,86.135,1250,68.268,70.5
24B11C0000,GI,ZTU110,P&T,22.32,22.26,1258.284,1572.86,0.126,27.0,0.002,0.0132,80.0,1250,46.603,49.467
24B11L0000,GL,AFH955,Other,22.09,22.35,2440.0,3050.0,0.458,25.0,0.001,0.041,150.0,1250,97.6,53.64
24B11N1000,GI,ZPL130,Panel,11.508,11.63,1389.5,1736.88,0.211,16.0,0.001,0.018,121.36,1250,86.844,43.613
24B11N2000,GI,ZPL130,Panel,10.672,10.785,1289.8,1612.25,0.196,14.0,0.001,0.018,121.667,1250,92.129,46.221
24B11P0000,GI,ZTU110,P&T,22.08,21.885,1113.378,1391.72,0.111,22.0,0.002,0.0132,80.0,1250,50.608,59.686
24B11W1000,GI,ZAP221,Appliance,15.317,13.855,1309.324,1761.04,0.225,21.0,0.001,0.0189,128.0,1345,62.349,39.586
24B11W2000,GI,ZAP221,Appliance,12.293,11.12,1050.861,1413.41,0.181,16.0,0.001,0.0189,128.0,1345,65.679,41.7
24B12D0000,GI,ZTU110,P&T,22.0,22.055,1635.2,2044.0,0.188,30.0,0.001,0.0139,92.054,1250,54.507,44.11
24B12G0000,GL,AFH955,Other,21.99,22.2,2421.3,3026.62,0.455,23.0,0.001,0.0411,150.388,1250,105.274,57.913
24B12H1000,GL,AFH955,Other,9.56,9.52,623.0,623.0,0.095,8.0,0.002,0.0426,152.429,1000,77.875,71.4
24B12H2000,GL,AFH955,Other,8.17,8.135,532.3,532.3,0.082,7.0,0.002,0.0432,154.431,1000,76.043,69.729
24B12K0000,GI,ZTU110,P&T,22.3,22.2,1290.8,1613.5,0.136,20.0,0.002,0.0138,84.122,1250,64.54,66.6
24B12L0000,GL,AFH955,Other,22.27,22.36,1380.0,1725.0,0.259,16.0,0.002,0.042,150.0,1250,86.25,83.85
24B12Q0000,GL,AFH955,Other,22.26,20.85,2357.163,2946.45,0.466,20.0,0.001,0.0431,158.0,1250,117.858,62.55
24B12S1000,GI,ZGN110,Retail,10.277,10.355,1815.9,2269.88,0.19,19.0,0.001,0.0127,83.532,1250,95.574,32.7
24B12S2000,GI,ZGN110,Retail,10.223,10.3,1802.8,2253.5,0.193,19.0,0.001,0.013,85.812,1250,94.884,32.526
24B12W0000,GI,ZTU110,P&T,22.35,22.375,1657.6,2072.0,0.185,22.0,0.001,0.0135,89.265,1250,75.345,61.023
24B12X0000,GI,ZTU110,P&T,22.02,21.81,1137.4,1421.75,0.123,19.0,0.002,0.0141,86.202,1250,59.863,68.874
24B13J1000,GL,AFH955,Other,10.029,10.16,1323.923,1615.19,0.255,11.0,0.001,0.0431,158.0,1220,120.357,55.418
24B13J2000,GL,AFH955,Other,10.271,10.405,1355.849,1654.14,0.261,12.0,0.001,0.0431,158.0,1220,112.987,52.025
24B13N0000,GL,AFH955,Other,22.41,22.67,2478.0,3097.5,0.489,38.0,0.001,0.0431,158.0,1250,65.211,35.795
24B13P1000,GI,ZGN110,Retail,11.317,11.62,2447.1,3058.88,0.381,26.0,0.0,0.0175,124.683,1250,94.119,26.815
24B13P2000,GI,ZGN110,Retail,10.543,10.825,2277.6,2847.0,0.354,24.0,0.0,0.0174,124.2,1250,94.9,27.062
24B13T0000,GI,ZTU110,P&T,20.41,20.375,1499.5,1874.38,0.198,19.0,0.001,0.0158,105.549,1250,78.921,64.342
24B13V0000,GL,AFH955,Other,22.269,22.655,2470.0,3087.5,0.488,13.0,0.001,0.0431,158.0,1250,190.0,104.562
24B13W1000,GI,ZPL925,Panel,11.74,11.835,1369.9,1712.38,0.208,11.0,0.001,0.018,121.515,1250,124.536,64.555
24B13W2000,GI,ZPL925,Panel,10.6,10.685,1236.0,1545.0,0.188,11.0,0.001,0.0181,121.902,1250,112.364,58.282
24B14A1000,GI,ZPL120,Panel,7.774,7.9,950.0,1206.5,0.154,11.0,0.001,0.0189,128.0,1270,86.364,43.091
24B14A2000,GI,ZPL120,Panel,7.764,7.89,940.0,1193.8,0.153,10.0,0.001,0.0189,128.0,1270,94.0,47.34
24B14A3000,GI,ZPL120,Panel,7.272,7.39,920.0,1168.4,0.15,9.0,0.001,0.0189,128.0,1270,102.222,49.267
24B14M1000,GI,ZPL925,Panel,11.739,11.85,1360.2,1700.25,0.208,11.0,0.001,0.0181,122.078,1250,123.655,64.636
24B14M2000,GI,ZPL925,Panel,10.411,10.51,1206.6,1508.25,0.186,10.0,0.001,0.0183,123.538,1250,120.66,63.06
24B14N1000,GI,ZPL925,Panel,11.738,11.845,1362.6,1703.25,0.209,12.0,0.001,0.0181,122.439,1250,113.55,59.225
24B14N2000,GI,ZPL925,Panel,10.112,10.205,1175.8,1469.75,0.183,13.0,0.001,0.0184,124.283,1250,90.446,47.1
24B14R1000,GL,AFH955,Other,11.422,11.54,1349.2,1646.02,0.25,12.0,0.001,0.0416,152.072,1220,112.433,57.7
24B14R2000,GL,AFH955,Other,10.388,10.495,1228.1,1498.28,0.226,12.0,0.001,0.0412,150.665,1220,102.342,52.475
24B14Y0000,GI,ZTU110,P&T,21.17,20.96,1093.0,1366.25,0.122,18.0,0.002,0.0145,89.204,1250,60.722,69.867
24B15F1000,GI,ZAP221,Appliance,13.754,13.86,1300.0,1690.0,0.216,14.0,0.001,0.0189,128.0,1300,92.857,59.4
24B15F2000,GI,ZAP221,Appliance,10.266,10.345,1000.0,1300.0,0.166,18.0,0.001,0.0189,128.0,1300,55.556,34.483
24B15K1000,GI,ZPL110,Panel,11.491,11.46,569.3,723.01,0.091,8.0,0.002,0.0197,126.282,1270,71.162,85.95
24B15K2000,GI,ZPL110,Panel,10.709,10.68,531.0,674.37,0.083,10.0,0.002,0.0192,122.569,1270,53.1,64.08
24B15L1000,GL,AFH955,Other,11.873,11.775,613.748,748.77,0.118,9.0,0.002,0.0441,158.0,1220,68.194,78.5
24B15L2000,GL,AFH955,Other,9.987,9.905,516.278,629.86,0.1,9.0,0.002,0.0441,158.0,1220,57.364,66.033
24B15R0000,GI,ZTU110,P&T,22.0,21.8,1109.054,1386.32,0.111,20.0,0.002,0.0132,80.0,1250,55.453,65.4
24B15T0000,GI,ZTU110,P&T,20.875,20.7,1535.1,1918.88,0.175,20.0,0.001,0.0138,91.262,1250,76.755,62.1
24B15Y1000,GI,ZPL130,Panel,11.73,11.845,1362.9,1703.62,0.215,14.0,0.001,0.0187,126.357,1250,97.35,50.764
24B15Y2000,GI,ZPL130,Panel,10.65,10.755,1234.7,1543.38,0.19,12.0,0.001,0.0182,122.79,1250,102.892,53.775
24B16B1000,GI,ZPL130,Panel,11.75,11.84,1364.1,1705.12,0.206,17.0,0.001,0.0179,120.59,1250,80.241,41.788
24B16B2000,GI,ZPL130,Panel,10.42,10.5,1210.5,1513.12,0.19,14.0,0.001,0.0185,125.243,1250,86.464,45.0
24B16D1000,GL,AFH955,Other,11.4,11.51,1256.0,1570.0,0.246,12.0,0.001,0.0429,156.974,1250,104.667,57.55
24B16D2000,GL,AFH955,Other,10.82,10.925,1192.4,1490.5,0.234,11.0,0.001,0.0429,157.011,1250,108.4,59.591
24B16J1000,GI,ZPL110,Panel,11.501,11.47,550.0,698.5,0.089,12.0,0.002,0.0199,128.0,1270,45.833,57.35
24B16J2000,GI,ZPL110,Panel,10.809,10.78,539.799,685.54,0.088,11.0,0.002,0.0199,128.0,1270,49.073,58.8
24B16L0000,GI,ZTU110,P&T,22.22,22.11,1152.4,1440.5,0.122,19.0,0.002,0.0139,84.71,1250,60.653,69.821
24B16M1000,GI,ZGN110,Retail,9.292,8.93,454.305,567.88,0.05,9.0,0.002,0.0143,88.0,1250,50.478,59.533
24B16M2000,GI,ZGN110,Retail,9.208,8.85,450.235,562.79,0.05,9.0,0.002,0.0143,88.0,1250,50.026,59.0
24B17B0000,GI,ZTU110,P&T,22.13,21.905,1618.5,2023.12,0.168,23.0,0.001,0.0126,82.801,1250,70.37,57.143
24B17C0000,GI,ZTU110,P&T,22.44,22.445,1662.6,2078.25,0.174,23.0,0.001,0.0128,83.91,1250,72.287,58.552
24B17F1000,GL,AFH955,Other,11.341,11.52,1334.348,1627.9,0.257,20.0,0.001,0.0431,158.0,1220,66.717,34.56
24B17F2000,GL,AFH955,Other,10.179,10.34,1197.67,1461.16,0.231,20.0,0.001,0.0431,158.0,1220,59.884,31.02
24B17G1000,GL,AFH955,Other,8.377,8.345,530.468,530.47,0.084,8.0,0.002,0.0441,158.0,1000,66.308,62.588
24B17G2000,GL,AFH955,Other,7.193,7.165,455.459,455.46,0.072,8.0,0.002,0.0441,158.0,1000,56.932,53.738
24B17S0000,GI,ZTU110,P&T,22.35,22.265,1643.8,2054.75,0.19,25.0,0.001,0.0139,92.385,1250,65.752,53.436
24B17T0000,GI,ZTU110,P&T,22.31,22.195,1254.61,1568.26,0.125,22.0,0.002,0.0132,80.0,1250,57.028,60.532
24B17Y0000,GI,ZTU110,P&T,22.24,22.08,1283.5,1604.38,0.132,20.0,0.002,0.0135,82.361,1250,64.175,66.24
24B18B0000,GI,ZEX110,export,21.73,21.765,1810.7,2263.38,0.194,25.0,0.001,0.013,85.65,1250,72.428,52.236
24B18T1000,GI,ZPL925,Panel,9.018,9.095,1051.1,1313.88,0.167,14.0,0.001,0.0188,127.388,1250,75.079,38.979
24B18T2000,GI,ZPL925,Panel,13.152,13.265,1532.8,1916.0,0.238,16.0,0.001,0.0184,124.294,1250,95.8,49.744
24B18Y1000,GI,ZAP130,Appliance,11.764,11.86,1120.0,1400.0,0.179,17.0,0.001,0.0189,128.0,1250,65.882,41.859
24B18Y2000,GI,ZAP130,Appliance,10.326,10.41,1032.0,1290.0,0.165,17.0,0.001,0.0189,128.0,1250,60.706,36.741
24B19C1000,GI,ZGN110,Retail,8.975,8.955,602.432,632.55,0.081,11.0,0.002,0.0199,128.0,1050,54.767,48.845
24B19C2000,GI,ZGN110,Retail,8.945,8.925,600.413,630.43,0.081,9.0,0.002,0.0199,128.0,1050,66.713,59.5
24B19X1000,GI,ZPL130,Panel,11.766,11.85,1300.0,1625.0,0.208,8.0,0.001,0.0189,128.0,1250,162.5,88.875
24B19X2000,GI,ZPL130,Panel,10.644,10.72,1200.0,1500.0,0.192,15.0,0.001,0.0189,128.0,1250,80.0,42.88
24B19Y1000,GI,ZPL130,Panel,11.719,11.85,1385.0,1731.25,0.222,9.0,0.001,0.0189,128.0,1250,153.889,79.0
24B19Y2000,GI,ZPL130,Panel,9.731,9.84,1120.0,1400.0,0.179,7.0,0.001,0.0189,128.0,1250,160.0,84.343
24B19Z1000,GI,ZAP130,Appliance,11.794,11.855,1160.0,1450.0,0.186,20.0,0.001,0.0189,128.0,1250,58.0,35.565
24B19Z2000,GI,ZAP130,Appliance,10.606,10.66,1020.0,1275.0,0.163,15.0,0.001,0.0189,128.0,1250,68.0,42.64
24B1AB1000,GI,ZPL110,Panel,10.72,10.33,1034.4,1313.69,0.16,10.0,0.001,0.018,121.61,1220,103.44,61.98
24B1AB2000,GI,ZPL110,Panel,12.25,11.805,1180.7,1499.49,0.184,13.0,0.001,0.0182,122.509,1270,90.823,54.485
24B1AF0000,GI,ZEX110,export,19.99,19.955,1662.0,2077.5,0.189,21.0,0.001,0.0137,90.77,1250,79.143,57.014
24B1AL1000,GI,ZAP130,Appliance,11.761,11.855,1226.3,1532.88,0.157,15.0,0.001,0.0153,102.285,1250,81.753,47.42
24B1AL2000,GI,ZAP130,Appliance,10.759,10.845,1121.3,1401.62,0.171,14.0,0.001,0.0181,121.756,1250,80.093,46.479
24B1AX0000,GI,ZTU110,P&T,22.27,22.265,1642.9,2053.62,0.167,22.0,0.001,0.0124,81.282,1250,74.677,60.723
24B1BA0000,GI,ZTU110,P&T,22.36,22.305,1649.8,2062.25,0.174,24.0,0.001,0.0128,84.276,1250,68.742,55.762
24B1BK0000,GI,ZTU110,P&T,22.47,22.415,1660.5,2075.62,0.167,27.0,0.001,0.0122,80.31,1250,61.5,49.811
24B1BR0000,GI,ZPL925,Panel,22.06,22.05,1402.215,1752.77,0.21,21.0,0.002,0.0188,120.0,1250,66.772,63.0
24B1BS0000,GI,ZTU110,P&T,22.1,22.045,1632.2,2040.25,0.167,25.0,0.001,0.0124,81.747,1250,65.288,52.908
24B1BZ0000,GI,ZEX110,export,17.92,18.05,2244.8,2244.8,0.196,25.0,0.001,0.0132,87.096,1000,89.792,43.32
24B1CL1000,GI,ZTU110,P&T,10.7,10.61,899.622,1124.53,0.099,15.0,0.001,0.0133,88.0,1250,59.975,42.44
24B1CL2000,GI,ZTU110,P&T,11.8,11.7,992.043,1240.05,0.109,12.0,0.001,0.0133,88.0,1250,82.67,58.5
24B1CM1000,GL,AFH955,Other,11.517,11.635,1267.5,1584.38,0.249,12.0,0.001,0.0428,156.932,1250,105.625,58.175
24B1CM2000,GL,AFH955,Other,10.863,10.975,1195.4,1494.25,0.216,11.0,0.001,0.0395,144.358,1250,108.673,59.864
24B1CP1000,GI,ZPL925,Panel,11.678,11.86,1520.56,1885.49,0.241,18.0,0.001,0.0189,128.0,1240,84.476,39.533
24B1CP2000,GI,ZPL925,Panel,10.512,10.675,1350.0,1674.0,0.214,15.0,0.001,0.0189,128.0,1240,90.0,42.7
24B1CW1000,GI,ZPL110,Panel,11.543,11.455,570.1,724.03,0.088,11.0,0.002,0.0189,120.912,1270,51.827,62.482
24B1CW2000,GI,ZPL110,Panel,10.847,10.765,536.0,680.72,0.083,10.0,0.002,0.019,121.663,1270,53.6,64.59
24B1CX1000,GI,ZPL925,Panel,14.562,14.8,1819.7,2402.0,0.303,18.0,0.001,0.0187,126.157,1320,101.094,49.333
24B1CX2000,GI,ZPL925,Panel,12.318,12.52,1540.4,2033.33,0.258,16.0,0.001,0.0188,126.788,1320,96.275,46.95
24B1CY0000,GI,ZST925,Retail,24.64,24.7,1317.4,1850.95,0.233,26.0,0.002,0.0196,125.82,1405,50.669,57.0
24B1CZ1000,GI,ZPL925,Panel,10.722,10.825,1303.878,1721.12,0.22,15.0,0.001,0.0189,128.0,1320,86.925,43.3
24B1CZ2000,GI,ZPL925,Panel,9.608,9.7,1168.371,1542.25,0.197,15.0,0.001,0.0189,128.0,1320,77.891,38.8
24B1DB0000,GI,ZST925,Retail,24.76,24.72,1290.0,1812.45,0.217,28.0,0.002,0.0188,120.0,1405,46.071,52.971
24B1DC1000,GI,ZPL925,Panel,14.626,14.82,1826.7,2411.24,0.296,17.0,0.001,0.0182,122.935,1320,107.453,52.306
24B1DC2000,GI,ZPL925,Panel,12.074,12.235,1510.7,1994.12,0.243,14.0,0.001,0.0181,121.897,1320,107.907,52.436
24B1DD0000,GI,ZST925,Retail,24.67,24.725,1314.7,1847.15,0.235,27.0,0.002,0.0198,127.074,1405,48.693,54.944
24B1DF0000,GI,ZST925,Retail,24.75,24.82,1285.0,1805.42,0.217,29.0,0.002,0.0188,120.0,1405,44.31,51.352
24B1DH0000,GI,ZST925,Retail,24.66,24.68,1275.0,1791.38,0.215,29.0,0.002,0.0188,120.0,1405,43.966,51.062
24B1DL1000,GI,ZPL925,Panel,14.662,14.67,1819.3,2401.48,0.303,18.0,0.001,0.0186,126.01,1320,101.072,48.9
24B1DL2000,GI,ZPL925,Panel,12.038,12.045,1478.5,1951.62,0.245,14.0,0.001,0.0186,125.774,1320,105.607,51.621
24B1DN1000,GI,ZPL925,Panel,10.696,10.82,1303.275,1720.32,0.22,14.0,0.001,0.0189,128.0,1320,93.091,46.371
24B1DN2000,GI,ZPL925,Panel,9.564,9.675,1165.359,1538.27,0.197,13.0,0.001,0.0189,128.0,1320,89.643,44.654
24B1DR1000,GI,ZPL925,Panel,11.815,11.93,1436.975,1896.81,0.243,16.0,0.001,0.0189,128.0,1320,89.811,44.738
24B1DR2000,GI,ZPL925,Panel,9.835,9.93,1196.074,1578.82,0.202,16.0,0.001,0.0189,128.0,1320,74.755,37.238
24B1DT1000,GI,ZPL925,Panel,14.649,14.835,1827.0,2411.64,0.297,17.0,0.001,0.0182,123.031,1320,107.471,52.359
24B1DT2000,GI,ZPL925,Panel,12.201,12.355,1524.3,2012.08,0.246,17.0,0.001,0.0181,122.1,1320,89.665,43.606
24B1DU0000,GI,ZST925,Retail,24.5,24.7,1314.8,1847.29,0.241,27.0,0.002,0.0203,130.699,1405,48.696,54.889
24B1FH0000,GI,ZPL925,Panel,21.82,21.74,1366.8,1708.5,0.206,24.0,0.002,0.0189,120.591,1250,56.95,54.35
24B1FK1000,GL,AFH955,Other,10.965,11.13,1450.322,1769.39,0.28,12.0,0.001,0.0431,158.0,1220,120.86,55.65
24B1FK2000,GL,AFH955,Other,10.615,10.775,1404.062,1712.96,0.271,14.0,0.001,0.0431,158.0,1220,100.29,46.179
24B1FM0000,GI,ZST925,Retail,24.56,24.515,1275.0,1791.38,0.215,28.0,0.002,0.0188,120.0,1405,45.536,52.532
24B1FN0000,GI,ZST925,Retail,24.58,24.675,1313.3,1845.19,0.225,23.0,0.002,0.0191,122.106,1405,57.1,64.37
24B1FR0000,GI,ZST925,Retail,24.27,24.36,1294.4,1818.63,0.22,22.0,0.002,0.0189,121.012,1405,58.836,66.436
24B1FT1000,GI,ZPL925,Panel,9.263,9.335,1145.4,1511.93,0.184,10.0,0.001,0.018,121.554,1320,114.54,56.01
24B1FT2000,GI,ZPL925,Panel,12.467,12.565,1543.0,2036.76,0.25,16.0,0.001,0.0182,122.826,1320,96.438,47.119
24B1FU1000,GI,ZPL925,Panel,12.188,12.33,1517.0,2002.44,0.246,14.0,0.001,0.0182,123.062,1320,108.357,52.843
24B1FU2000,GI,ZPL925,Panel,9.662,9.775,1202.8,1587.7,0.194,11.0,0.001,0.0182,122.489,1320,109.345,53.318
24B1FV0000,GI,ZST925,Retail,24.6,24.33,1295.7,1820.46,0.23,25.0,0.002,0.0197,126.342,1405,51.828,58.392
24B1FW1000,GI,ZPL925,Panel,13.831,13.885,800.0,1048.0,0.134,19.0,0.002,0.0199,128.0,1310,42.105,43.847
24B1FW2000,GI,ZPL925,Panel,13.109,13.16,798.606,1046.17,0.134,13.0,0.002,0.0199,128.0,1310,61.431,60.738
24B1FY0000,GI,ZST925,Retail,24.55,24.645,1311.9,1843.22,0.225,24.0,0.002,0.0191,122.294,1405,54.662,61.612
24B1FZ1000,GI,ZPL925,Panel,8.691,8.055,986.3,1301.92,0.185,10.0,0.001,0.0209,142.096,1320,98.63,48.33
24B1FZ2000,GI,ZPL925,Panel,13.309,12.335,1512.7,1996.76,0.265,15.0,0.001,0.0196,132.889,1320,100.847,49.34
24B1GS0000,GL,AFH955,Other,22.47,22.765,2489.0,3111.25,0.474,24.0,0.001,0.0416,152.375,1250,103.708,56.912
24B1HC1000,GI,ZGN110,Retail,7.42,7.445,1083.894,1354.87,0.119,11.0,0.001,0.0133,88.0,1250,98.536,40.609
